Molecule (RDKit Mol),SlogP,SMR,LabuteASA,TPSA,AMW,ExactMW,NumLipinskiHBA,NumLipinskiHBD,NumRotatableBonds,NumHBD,NumHBA,NumAmideBonds,NumHeteroAtoms,NumHeavyAtoms,NumAtoms,NumRings,NumAromaticRings,NumSaturatedRings,NumAliphaticRings,NumAromaticHeterocycles,NumSaturatedHeterocycles,NumAliphaticHeterocycles,NumAromaticCarbocycles,NumSaturatedCarbocycles,NumAliphaticCarbocycles,FractionCSP3,Chi0v,Chi1v,Chi2v,Chi3v,Chi4v,Chi1n,Chi2n,Chi3n,Chi4n,HallKierAlpha,kappa1,kappa2,kappa3,slogp_VSA1,slogp_VSA2,slogp_VSA3,slogp_VSA4,slogp_VSA5,slogp_VSA6,slogp_VSA7,slogp_VSA8,slogp_VSA9,slogp_VSA10,slogp_VSA11,slogp_VSA12,smr_VSA1,smr_VSA2,smr_VSA3,smr_VSA4,smr_VSA5,smr_VSA6,smr_VSA7,smr_VSA8,smr_VSA9,smr_VSA10,peoe_VSA1,peoe_VSA2,peoe_VSA3,peoe_VSA4,peoe_VSA5,peoe_VSA6,peoe_VSA7,peoe_VSA8,peoe_VSA9,peoe_VSA10,peoe_VSA11,peoe_VSA12,peoe_VSA13,peoe_VSA14,MQN1,MQN2,MQN3,MQN4,MQN5,MQN6,MQN7,MQN8,MQN9,MQN10,MQN11,MQN12,MQN13,MQN14,MQN15,MQN16,MQN17,MQN18,MQN19,MQN20,MQN21,MQN22,MQN23,MQN24,MQN25,MQN26,MQN27,MQN28,MQN29,MQN30,MQN31,MQN32,MQN33,MQN34,MQN35,MQN36,MQN37,MQN38,MQN39,MQN40,MQN41,MQN42,cid,is_psychedelic
COC1=C(C=C(C=C1)C=CC(=O)OC)O,1.8,unknown,87.7493569705493,55.8,208.21,208.07355886,4,1,4,1,4,0,4,15,15,1,1,0,0,0,0,0,1,0,0,0.18181818181818182,8.558709812839679,4.301193288609045,2.7877792993138923,1.8159593311164242,1.0429900083354962,4.301193288609045,2.7877792993138923,1.8159593311164242,1.0429900083354962,-1.97,11.10674597083653,5.046466054687782,3.016515733140179,4.736862953800049,25.29542776534762,9.53140013787187,0.0,5.563451491696996,24.27512131221871,0.0,6.076020106833881,0.0,0.0,11.49902366656781,0.0,19.374790486512623,0.0,0.0,0.0,0.0,14.219595082555067,29.838572803915707,0.0,11.49902366656781,12.045325394785731,14.580253302440804,0.0,4.794537184071822,0.0,0.0,6.06636706846161,23.772205735454097,6.076020106833881,14.219595082555067,0.0,11.49902366656781,0.0,0.0,5.969305287951849,11,0,0,0,0,0,0,0,0,4,0,15,7,2,0,3,3,0,3,8,4,1,1,0,0,4,4,1,0,3,3,0,0,0,0,1,0,0,0,0,0,0,146317,0
CC(=O)NC1=CC=CC=C1NC(=O)C2=CC=CC=C2F,2.0,unknown,115.1716276389807,58.2,272.27,272.09610582,4,2,3,2,3,2,5,20,20,2,2,0,0,0,0,0,2,0,0,0.06666666666666667,10.81326320745396,6.001931065347728,4.1607404231181455,2.6044478881170434,1.7257681726765703,6.001931065347728,4.1607404231181455,2.6044478881170434,1.7257681726765703,-2.6899999999999995,13.734988538612722,5.967879590587581,3.1980726328987163,10.633577208012662,11.814359458703011,4.794537184071822,5.817220841045895,17.28172587545944,48.53093654769288,0.0,0.0,0.0,15.765187597041944,0.0,0.0,13.979489415818463,0.0,0.0,0.0,6.923737199690624,10.633577208012662,59.91160888043577,0.0,0.0,23.189132008070136,10.633577208012662,9.589074368143644,4.39041504767482,0.0,0.0,24.26546827384644,24.26546827384644,6.923737199690624,16.93822404106412,5.817220841045895,0.0,5.907179729351506,5.907179729351506,0.0,15,1,0,0,0,0,0,2,0,2,0,20,7,2,0,6,6,0,3,6,4,2,2,0,0,4,2,2,0,8,4,0,0,0,0,2,0,0,0,0,0,0,772247,0
CCCCCCCCSCC(C[N+](C)(C)C)O,3.7,unknown,112.37064744934541,45.5,262.48,262.22046082,2,1,11,1,2,0,3,17,17,0,0,0,0,0,0,0,0,0,0,1.0,13.060483362260062,8.171721611947024,7.119233601008325,3.9087640337857588,2.841177596501603,7.017021073567774,5.969403686747267,2.710938045305115,1.8887774620265134,0.27,17.27,10.216501373834635,14.20880077830657,0.0,54.88700420772135,0.0,0.0,45.448666937246685,0.0,0.0,0.0,0.0,0.0,0.0,11.761884949391115,9.58955825253533,0.0,0.0,0.0,51.552633324994986,39.19347956743772,0.0,0.0,0.0,11.761884949391115,9.58955825253533,0.0,0.0,11.761884949391115,0.0,39.02784531432067,12.1736752296728,5.752853606746789,21.143015948031568,12.648722793660877,0.0,0.0,0.0,0.0,14,0,0,0,0,1,0,1,0,1,0,17,16,0,0,0,0,0,11,2,1,1,1,0,1,5,10,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,107474,0
CC1=NC2=CC=CC=C2N1CC3=CC=CC=C3Cl,4.1,unknown,110.84209220152724,17.8,256.73,256.0767261,2,0,2,0,1,0,3,18,18,3,3,0,0,1,0,0,2,0,0,0.13333333333333333,10.854229544731155,6.28585559550312,4.732486055187606,3.500433987962706,2.3879920043531793,5.907891122493893,4.325285928447,3.1317062642187548,2.192497198306257,-1.7999999999999994,11.299504890713681,4.4649612493444435,1.8880742346082224,0.0,9.551078168738563,6.544756405912575,6.923737199690624,11.387855989696924,48.53093654769288,5.022633313741326,11.033401435232523,0.0,0.0,0.0,11.600939890232516,0.0,0.0,9.551078168738563,0.0,13.4684936056032,0.0,64.94142585113113,0.0,0.0,22.634341325465037,4.567099647791355,0.0,4.9839785209472085,0.0,0.0,41.932775232540564,30.686289896772447,5.022633313741326,17.5781578411451,5.824404497999927,0.0,0.0,0.0,0.0,15,0,1,0,0,0,0,0,2,0,0,18,4,0,0,8,8,0,2,2,2,0,0,0,0,2,1,0,0,9,6,0,0,0,1,2,0,0,0,0,2,1,709571,0
C1=CC=C(C=C1)CN(CC2=CC=CS2)C(=S)NCC(=O)O,2.5,unknown,132.5778031212116,113.0,320.4,320.06532010,4,2,6,2,4,0,6,21,21,2,2,0,0,1,0,0,1,0,0,0.2,12.99228772132361,7.745883891501237,5.892412393900343,4.084796242933557,2.777703198736091,6.457982789782479,4.473468880471604,2.8211105436212027,1.8570004100853668,-1.9199999999999995,15.468485897049254,7.7545925702886835,5.166719103666819,5.316788604006331,27.632935704280364,17.884049995896973,0.0,10.440598685398296,47.844632249697185,0.0,0.0,0.0,0.0,0.0,23.554659320981433,9.901064578912528,0.0,10.216698334856808,0.0,13.08951281182515,6.544756405912575,58.28523093509548,0.0,0.0,34.63640149365804,15.323225729697514,4.794537184071822,0.0,0.0,11.336785877934737,36.39820241076966,29.227754773671215,11.421903599613874,6.544756405912575,6.544756405912575,5.112436884724758,0.0,0.0,5.969305287951849,15,0,0,0,0,2,0,2,0,2,0,21,9,2,0,6,5,0,6,6,4,2,2,0,0,3,4,3,0,9,2,0,0,0,1,1,0,0,0,0,0,0,776647,0
COC1=CC=CC=C1OC2=NN=NN2C3=CC=C(C=C3)C(=O)O,2.6,unknown,130.44175862733516,99.4,312.28,312.08585488,8,1,5,1,7,0,8,23,23,3,3,0,0,1,0,0,2,0,0,0.06666666666666667,12.079615002408389,6.617889536627051,4.478210882523727,3.07004344570891,1.9512795291999123,6.617889536627051,4.478210882523727,3.07004344570891,1.9512795291999123,-3.4199999999999995,14.514471471112941,6.140567207094068,2.954240122195871,9.473725907600098,38.39288515882605,0.0,0.0,10.357988675768818,48.53093654769288,0.0,5.687386274683562,0.0,0.0,17.509488506154646,0.0,19.374790486512623,0.0,20.20725493475596,0.0,0.0,7.109797541277533,54.09438803938988,0.0,23.196874780838208,5.969305287951849,14.580253302440804,0.0,4.794537184071822,4.681802935145185,0.0,17.231415945224256,46.8249726020794,0.0,18.36063530765809,0.0,11.49902366656781,0.0,0.0,11.979770127538686,15,0,0,0,0,0,0,0,4,4,0,23,7,1,0,9,8,0,5,12,8,1,1,0,0,3,2,1,0,11,6,0,0,0,1,2,0,0,0,0,0,0,935519,0
CN(C1=CC=CC=C1)C(=O)C2=CC=CC=N2,1.1,unknown,94.35938530554785,33.2,212.25,212.094963011,3,0,2,0,2,1,3,16,16,2,2,0,0,1,0,0,1,0,0,0.07692307692307693,8.998827904170414,5.029715760846761,3.414696618266179,2.332138812564449,1.4299470238505443,5.029715760846761,3.414696618266179,2.332138812564449,1.4299470238505443,-2.1599999999999997,10.360920365298131,4.5728303850156085,2.0836522922677294,4.899909730850478,17.938830232975903,0.0,0.0,10.488465178920283,54.72778011930596,0.0,0.0,0.0,5.687386274683562,0.0,0.0,4.794537184071822,0.0,4.9839785209472085,0.0,0.0,11.947581713527669,60.42170811415441,0.0,0.0,11.594566004035068,4.899909730850478,9.77851570501903,0.0,0.0,0.0,24.26546827384644,24.26546827384644,18.931901828973828,0.0,5.693927994848461,0.0,0.0,5.907179729351506,0.0,13,0,0,0,0,0,0,1,1,1,0,16,4,1,0,6,6,0,2,4,3,0,0,0,0,2,0,2,0,10,2,0,0,0,0,2,0,0,0,0,0,0,571859,0
CCCCCC(C(=O)C)C(=O)OCC,2.9,unknown,85.82526160139001,43.4,200.27,200.14124450,3,0,8,0,3,0,3,14,14,0,0,0,0,0,0,0,0,0,0,0.8181818181818182,9.337629046513953,5.300859692317191,3.411066479188201,2.1581875439756115,1.3283907579513656,5.300859692317191,3.411066479188201,2.1581875439756115,1.3283907579513656,-0.8600000000000001,13.14,7.535121326640646,4.99700001221536,0.0,18.35943219882971,14.325937321943693,5.917906046161393,46.4544980907759,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.325937321943693,0.0,0.0,5.917906046161393,46.4544980907759,6.606881964512918,0.0,0.0,0.0,11.75255023431679,4.736862953800049,9.589074368143644,0.0,0.0,0.0,26.186202068468653,20.268296022307258,0.0,6.606881964512918,11.701150992526333,0.0,0.0,0.0,5.969305287951849,11,0,0,0,0,0,0,0,0,3,0,14,11,2,0,0,0,0,7,6,3,0,0,0,0,5,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91162,0
CCCCC1=C(C=CC=C1S(=O)(=O)C)S(=O)(=O)C,2.3,unknown,108.87185256944977,85.0,290.4,290.06465140,4,0,5,0,4,0,6,18,18,1,1,0,0,0,0,0,1,0,0,0.5,12.435854055767152,9.478911721810881,8.349037717582364,5.032185251091738,3.875578763056481,5.6960886456943705,4.380722798423835,2.6693341202411074,1.8402460246093904,-0.8800000000000001,15.178411214953275,5.401598183903249,3.5549904902789526,0.0,29.347132335680683,26.095327895761013,0.0,25.328831937239638,27.990068156420378,0.0,0.0,0.0,0.0,0.0,0.0,16.835593968657875,0.0,0.0,0.0,35.9771690195042,12.511538367022808,23.762552697081826,0.0,0.0,19.674506272835004,0.0,0.0,16.835593968657875,0.0,0.0,19.410925891078243,30.537828874472233,12.511538367022808,9.79096695103555,0.0,19.674506272835004,0.0,0.0,0.0,12,0,0,0,0,2,0,0,0,4,0,18,8,4,0,3,3,0,5,8,4,0,0,0,0,7,3,0,2,3,3,0,0,0,0,1,0,0,0,0,0,0,619177,0
C[C@@]12[C@H]3[C@@H](OC=C[C@]3([C@@H]([C@@H]1O2)O)O)O[C@H]4[C@@H]([C@H]([C@@H]([C@H](O4)CO)O)O)O,-3.2,unknown,142.35509641428447,162.0,362.33,362.12129689,10,6,3,6,10,0,10,25,25,4,0,3,4,0,2,3,0,1,1,0.8666666666666667,13.374234477127636,8.111627387527266,7.172683778200507,5.701481003969914,4.1706922683524,8.111627387527266,7.172683778200507,5.701481003969914,4.1706922683524,-0.8200000000000003,17.586695937637565,5.586554785236605,2.304015222707746,0.0,97.65199974068479,18.947451815200196,5.917906046161393,6.923737199690624,12.338100555254671,0.0,0.0,0.0,0.0,0.0,0.0,49.58661618424443,0.0,0.0,5.917906046161393,67.32969060681823,6.606881964512918,12.338100555254671,0.0,0.0,0.0,49.58661618424443,0.0,0.0,0.0,0.0,0.0,12.999757306524504,0.0,18.786868459095103,47.825899948457185,6.290026729335213,6.290026729335213,0.0,0.0,15,0,0,0,0,0,0,0,0,7,3,25,10,0,0,17,1,0,3,20,10,6,6,0,0,7,2,0,0,5,9,2,1,0,1,2,0,0,0,0,4,2,442418,0
CC1(C2=CC=CC=C2C(S1)(CCCN(C)C)C(=O)NC3=CC=CC=C3)C,4.2,unknown,160.72641529521826,57.6,368.5,368.19223469,3,1,6,1,3,1,4,26,26,3,2,0,1,0,0,1,2,0,0,0.4090909090909091,16.89767952362169,9.981111235946134,9.633618482144636,6.660886835303675,5.608662014937394,9.164614655018408,7.711950185694375,4.97276880288583,3.771470185302648,-1.7799999999999994,18.994733071859827,7.453069069184643,3.669112928670954,5.316788604006331,31.44718983146894,14.288582090506939,0.0,37.81602062862726,54.59730361615449,0.0,0.0,0.0,5.687386274683562,0.0,11.761884949391115,4.794537184071822,0.0,4.899909730850478,0.0,36.18316255166839,25.956888975273284,65.72420659954848,0.0,0.0,23.356450953426183,10.216698334856808,4.794537184071822,0.0,0.0,11.761884949391115,42.46456947923127,70.58885513681743,10.434408727901122,0.0,4.74702245321756,0.0,5.907179729351506,0.0,0.0,22,0,0,0,0,1,0,2,0,1,0,26,11,1,0,10,6,0,6,4,3,1,1,0,0,5,4,2,0,10,3,2,0,0,1,2,0,0,0,0,2,1,33327,0
CCCC(C)C=O,1.7,unknown,44.72548369985635,17.1,100.16,100.088815002,1,0,3,0,1,0,1,7,7,0,0,0,0,0,0,0,0,0,0,0.8333333333333334,4.9771623912162095,2.761740934568886,1.9020417822754796,0.9763247442091845,0.5233831830054567,2.761740934568886,1.9020417822754796,0.9763247442091845,0.5233831830054567,-0.33,6.670000000000001,3.84636684303351,3.5017200775830046,0.0,6.286160523129555,4.794537184071822,5.917906046161393,26.689117645233267,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.794537184071822,0.0,0.0,5.917906046161393,26.689117645233267,0.0,0.0,0.0,0.0,6.286160523129555,4.794537184071822,0.0,0.0,0.0,0.0,20.268296022307258,6.4208216229260096,5.917906046161393,0.0,6.286160523129555,0.0,0.0,0.0,0.0,6,0,0,0,0,0,0,0,0,1,0,7,5,1,0,0,0,0,3,2,1,0,0,0,0,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31245,0
CC1(CC2CC1C=C2)C(=O)N,0.9,unknown,66.45893540081617,43.1,151.21,151.099714038,2,2,1,1,1,1,2,11,11,2,0,1,2,0,0,0,0,1,2,0.6666666666666666,6.709213198785088,4.109772676406421,3.973017015892348,3.23975812577438,2.377773682270417,4.109772676406421,3.973017015892348,3.23975812577438,2.377773682270417,-0.79,6.891817639246214,1.8720871092969003,0.7533286218847757,5.733667477162185,5.907179729351506,4.794537184071822,17.250802561719567,19.765380445542643,12.152040213667762,0.0,0.0,0.0,0.0,0.0,0.0,4.794537184071822,0.0,0.0,22.984470038881753,19.765380445542643,0.0,12.152040213667762,0.0,0.0,5.907179729351506,5.733667477162185,4.794537184071822,0.0,0.0,0.0,19.075777413358384,24.677455338174802,0.0,5.41499046939678,0.0,0.0,5.907179729351506,0.0,0.0,9,0,0,0,0,0,0,1,0,1,0,11,3,1,0,7,1,0,1,3,2,2,1,0,0,3,0,1,0,4,2,1,0,0,2,0,0,0,0,0,3,2,98247,0
CCOC(=O)C1=C(NC(=C1C)C)C=C2C(=C(C(=N2)C)C)C(=O)OCC,2.5,unknown,147.17511518352407,80.8,344.4,344.17360725,6,1,7,1,5,0,6,25,25,2,1,0,1,1,0,1,0,0,0,0.42105263157894735,15.571770588918133,8.332624277180031,5.831407069353123,4.2311771315544995,2.7178486784486857,8.332624277180031,5.831407069353123,4.2311771315544995,2.7178486784486857,-2.63,18.7049953099558,7.5063276243254355,3.5731972752645174,0.0,35.84803802864744,14.268263091671919,13.847474399381248,55.00424495592523,21.83565310583004,0.0,6.076020106833881,0.0,0.0,0.0,0.0,19.06280027574374,0.0,4.9839785209472085,4.992404732635669,41.54242319814374,13.213763929025836,39.35800734628528,0.0,0.0,23.726315685508283,14.457704428547306,4.992404732635669,9.589074368143644,0.0,0.0,0.0,58.754999326743885,11.405612997619162,35.74128725869639,0.0,0.0,0.0,0.0,11.938610575903699,19,0,0,0,0,0,0,0,2,4,0,25,13,3,0,6,4,0,5,10,6,1,1,0,0,8,5,2,0,2,8,0,0,0,2,0,0,0,0,0,0,0,229259,0
COC1=NC(=NC=N1)OC,0.6,unknown,58.04732175014347,57.1,141.13,141.053826475,5,0,2,0,5,0,5,10,10,1,1,0,0,1,0,0,0,0,0,0.4,5.735487636617226,2.6355698418858275,1.4588690045940498,0.8927848276024348,0.4638985272973354,2.6355698418858275,1.4588690045940498,0.8927848276024348,0.4638985272973354,-1.3900000000000001,6.726144018583042,2.95363487933511,1.3082688738781512,9.473725907600098,29.17153064539669,0.0,0.0,0.0,6.3273200747645415,0.0,0.0,0.0,0.0,12.020929679173673,0.0,9.473725907600098,0.0,14.951935562841626,0.0,0.0,14.219595082555067,6.3273200747645415,0.0,12.020929679173673,0.0,9.473725907600098,0.0,0.0,9.967957041894417,4.9839785209472085,0.0,0.0,0.0,14.219595082555067,6.3273200747645415,0.0,0.0,0.0,12.020929679173673,5,0,0,0,0,0,0,0,3,2,0,10,4,0,0,3,3,0,2,7,5,0,0,0,0,2,2,0,0,4,2,0,0,0,0,1,0,0,0,0,0,0,243963,0
CCCSSC=CC,2.5,unknown,59.52054070470848,50.6,148.3,148.03804273,0,0,4,0,2,0,2,8,8,0,0,0,0,0,0,0,0,0,0,0.6666666666666666,7.018403843535525,5.1909225686804925,3.7806396350572506,2.8829931618554516,2.0365660924854927,2.808834445366502,1.3876164171159149,0.547137179352752,0.22628512138727705,0.43999999999999995,8.44,7.44,6.4399999999999995,0.0,5.752853606746789,0.0,0.0,20.268296022307258,11.484072197488544,0.0,0.0,0.0,0.0,0.0,21.587795952773448,0.0,0.0,0.0,0.0,20.268296022307258,5.752853606746789,11.484072197488544,0.0,0.0,21.587795952773448,0.0,0.0,0.0,0.0,0.0,34.587553259297955,18.752610913271297,5.752853606746789,0.0,0.0,0.0,0.0,0.0,0.0,6,0,0,0,0,2,0,0,0,0,0,8,6,1,0,0,0,0,4,0,0,0,0,0,0,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,529904,0
CC1=NC2=C(C=C1)C(=C(C=C2[N+](=O)[O-])OC)OC3=CC=C(C=C3)Cl,4.5,unknown,142.30302647543115,77.2,344.7,344.0563846,6,0,3,0,5,0,7,24,24,3,3,0,0,1,0,0,2,0,0,0.11764705882352941,13.702765656210435,7.4329372773520515,5.525404869494374,3.7154663252677995,2.4685508486481575,7.054972804342824,5.088969089022389,3.4634900099283144,2.342562690978415,-2.8599999999999994,16.01390346535948,6.330183499556772,2.9584301410926095,9.473725907600098,17.017087111042414,0.0,17.038055468456196,5.693927994848461,42.46456947923127,5.022633313741326,10.902924932081056,0.0,5.687386274683562,17.248535499851716,11.600939890232516,14.397036956417768,0.0,4.9839785209472085,0.0,6.923737199690624,7.109797541277533,63.29544905658662,0.0,17.248535499851716,28.191251096997135,9.473725907600098,10.114318268765572,4.9839785209472085,0.0,0.0,11.600939890232516,43.321939610460284,10.716561308589787,23.48569987302161,5.749511833283905,17.01572438418407,0.0,5.687386274683562,0.0,17,0,1,0,0,0,0,1,1,4,0,24,8,1,0,9,8,0,4,11,6,0,0,1,1,5,2,1,0,8,8,0,0,0,0,3,0,0,0,0,2,1,631263,0
CCCCCN(CCCC)N=O,3.2,unknown,75.08348961767123,32.7,172.27,172.157563266,3,0,7,0,3,0,3,12,12,0,0,0,0,0,0,0,0,0,0,1.0,8.252422949769613,4.929243280241827,3.0959729355971493,1.905032367058148,1.0783984928384585,4.929243280241827,3.0959729355971493,1.905032367058148,1.0783984928384585,-0.6000000000000001,11.4,8.496153846153845,6.13224852071006,0.0,18.098425335779684,0.0,4.907065243988282,45.95158251401129,5.2858847209627084,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.008912523954532,5.2858847209627084,45.95158251401129,13.08951281182515,4.907065243988282,0.0,0.0,0.0,0.0,5.008912523954532,0.0,0.0,4.907065243988282,33.10993926815928,12.841643245852019,13.08951281182515,5.2858847209627084,0.0,0.0,0.0,0.0,0.0,9,0,0,0,0,0,0,2,0,1,0,12,10,1,0,0,0,0,8,4,3,0,0,0,0,3,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27825,0
CCCCC1CCSC1CC,4.2,unknown,75.14100892923503,25.3,172.33,172.12857181,0,0,4,0,1,0,1,11,11,1,0,1,1,0,1,1,0,0,0,1.0,8.622086096890127,6.045423952069004,4.855554592187779,4.294980328915511,3.4621084109701457,4.996669162088346,3.5084741080813417,2.6771899452060035,1.9404934728256162,0.35,9.438105726872248,5.0769284181290235,2.6994655332042754,0.0,11.002791636728963,0.0,5.917906046161393,45.95158251401129,0.0,0.0,0.0,0.0,0.0,0.0,11.761884949391115,0.0,0.0,0.0,5.917906046161393,51.20152054399347,5.752853606746789,0.0,0.0,0.0,11.761884949391115,0.0,0.0,0.0,11.761884949391115,0.0,26.689117645233267,30.93322452168621,5.249938029982174,0.0,0.0,0.0,0.0,0.0,0.0,10,0,0,0,0,1,0,0,0,0,0,11,6,0,0,5,0,0,4,0,0,0,0,0,0,2,4,0,0,3,2,0,0,0,1,0,0,0,0,0,0,0,588509,0
CCC[N+]1(CC[N+](CC1)(C)CCOC(=O)COC2=C(C=CC(=C2)C)C(C)C)C,4.1,unknown,170.95781078336503,35.5,392.6,392.30389314,5,0,10,0,3,0,5,28,28,2,1,1,1,0,1,1,1,0,0,0.6956521739130435,18.79253416982894,10.723586208452836,9.285774430391967,6.153547951661816,3.9781029136035313,10.723586208452836,9.285774430391967,6.153547951661816,3.9781029136035313,-1.5899999999999999,22.69654023562371,9.748265616781815,6.487354089324209,4.736862953800049,81.51301333319675,9.53140013787187,6.923737199690624,44.236842251553256,18.19910120538483,0.0,0.0,0.0,0.0,5.749511833283905,0.0,23.234324807061167,0.0,0.0,0.0,40.0336764678499,66.57764632985565,29.32600418877882,0.0,5.749511833283905,5.969305287951849,18.439787622989346,0.0,4.794537184071822,0.0,0.0,32.903945735995094,36.455734920633624,0.0,20.640100371266954,45.080175827359696,6.606881964512918,0.0,0.0,5.969305287951849,23,0,0,0,0,0,0,0,2,3,0,28,16,1,0,9,3,0,9,6,3,0,0,0,2,7,7,2,0,7,3,2,0,0,0,2,0,0,0,0,0,0,208497,0
CC1=C(C(=CC=C1)OCC2=NC(=NO2)C3=CC=C(C=C3)Cl)C,4.7,unknown,133.24221086294258,48.2,314.8,314.0822054,4,0,4,0,4,0,5,22,22,3,3,0,0,1,0,0,2,0,0,0.17647058823529413,13.093375856469255,7.286202245152995,5.441773760647541,3.7285623401867944,2.1757237760083052,6.908237772143767,5.005337980175556,3.4765860248473093,2.049735618338562,-2.329999999999999,14.600750279659508,6.197119417244842,3.120206578866016,4.736862953800049,10.140641778072654,6.606881964512918,13.847474399381248,17.0176269054199,46.987664416204616,5.022633313741326,11.387855989696924,0.0,0.0,5.749511833283905,11.600939890232516,9.259957890773396,0.0,10.140641778072654,0.0,20.454356363894167,0.0,64.5048296983925,0.0,17.137367822980828,11.600939890232516,9.259957890773396,0.0,0.0,4.9839785209472085,0.0,28.89033728428118,55.306212725083284,10.586084805438322,0.0,5.749511833283905,6.606881964512918,5.824404497999927,5.890723922025908,0.0,17,0,1,0,0,0,0,0,2,1,1,22,7,0,0,9,8,0,4,6,4,0,0,0,0,3,2,0,0,10,7,0,0,0,1,2,0,0,0,0,0,0,750801,0
C1[C@H](C(=O)N(C1=O)C2=CC=CC=C2)NC3=CNC(=O)NC3=O,-0.2,unknown,123.33751484549768,108.0,300.27,300.08585488,8,3,3,3,5,2,8,22,22,3,2,1,1,1,1,1,1,0,0,0.14285714285714285,11.32876542286934,6.564502796137012,4.789581696718072,3.310041419527427,2.2977428859495665,6.564502796137012,4.789581696718072,3.310041419527427,2.2977428859495665,-3.16,13.806232072531417,5.319248571346861,2.413621078569365,21.46570862811229,27.824157329745386,9.589074368143644,0.0,6.4208216229260096,46.11775328206477,0.0,0.0,0.0,11.374772549367124,0.0,0.0,9.589074368143644,0.0,9.967957041894417,0.0,12.462662452073971,10.216698334856808,57.36676357532025,0.0,0.0,23.189132008070136,10.30076712495354,19.367590073162674,9.694446914922299,0.0,0.0,18.19910120538483,12.13273413692322,6.196843571613076,12.10820789760957,11.729227103831523,0.0,5.907179729351506,11.466446624403513,5.689743398203474,14,0,0,0,0,0,0,1,3,4,0,22,3,4,0,11,6,0,3,12,8,3,3,0,0,4,1,0,0,9,8,0,0,0,1,2,0,0,0,0,0,0,681454,0
C[C@@H](C1=NNC(=S)N1CC=C)OC2=CC=C(C=C2)C3=CC=CC=C3,4.3,unknown,145.97990598604295,69.0,337.4,337.12488341,4,1,6,1,3,0,5,24,24,3,3,0,0,1,0,0,2,0,0,0.15789473684210525,14.292486876314351,8.177426590621037,5.823419522454919,4.049047914894263,2.772839858290119,7.769178300157175,5.436721191387932,3.7373742841856257,2.559131255865502,-2.659999999999999,16.2067005901362,7.274176875337754,3.463197971672669,4.736862953800049,14.76446326439343,6.544756405912575,4.771065770590158,18.852108085438854,67.25225940658687,0.0,11.126902983393991,0.0,0.0,5.749511833283905,12.217873443046695,4.736862953800049,0.0,14.76446326439343,0.0,19.5724599933515,0.0,77.84772967517696,0.0,16.876414816677897,12.217873443046695,4.736862953800049,9.665781456092393,0.0,5.098681808301038,6.578935683598497,48.54058958606515,42.40124776305453,6.544756405912575,0.0,5.749511833283905,16.69943665633839,0.0,0.0,0.0,19,0,0,0,0,1,0,0,3,1,0,24,7,2,0,9,8,0,6,5,4,1,1,0,0,3,3,1,0,11,6,0,0,0,1,2,0,0,0,0,0,0,735393,0
C1=CC=C(C=C1)C(=O)OC2=CC=C(C3=CC=CC=C32)OC(=O)C4=CC=CC=C4,6.0,unknown,161.5072749512547,52.6,368.4,368.10485899,4,0,6,0,4,0,4,28,28,4,4,0,0,0,0,0,4,0,0,0.0,14.87059746888947,8.784145948150092,6.118508565469643,4.2683569013221465,2.887833953248505,8.784145948150092,6.118508565469643,4.2683569013221465,2.887833953248505,-3.9199999999999986,17.491649710142717,7.759613021679262,3.6174149659863954,9.473725907600098,11.938610575903699,0.0,0.0,20.715977351537635,97.06187309538579,0.0,10.772448428929591,0.0,0.0,11.49902366656781,0.0,19.06280027574374,0.0,0.0,0.0,0.0,0.0,108.1887760787798,0.0,11.49902366656781,22.711059004833288,9.473725907600098,0.0,9.589074368143644,0.0,0.0,60.6636706846161,36.39820241076966,10.772448428929591,11.126902983393991,11.49902366656781,0.0,0.0,0.0,11.938610575903699,24,0,0,0,0,0,0,0,0,4,0,28,6,2,0,12,11,0,4,8,4,0,0,0,0,2,2,2,0,16,6,0,0,0,0,4,0,0,0,0,2,1,571413,0
